Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,label,Gender_Male,Internet Service_Fiber optic,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,1,8,1,0,0,1,0,1,1,1,99.65,820.5,1,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,43.95,43.95,1,0,0,0,0,0,0,1
0,1,0,22,0,0,1,0,0,1,1,1,69.5,1498.2,1,0,0,1,0,0,0,0
0,1,0,26,0,0,0,0,0,1,1,1,90.8,2361.8,1,0,1,0,0,0,1,0
0,0,0,9,1,0,0,0,0,0,1,1,83.3,803.3,1,0,1,0,0,0,1,0
0,1,1,29,0,1,0,0,0,0,1,1,60.2,1834.15,0,1,0,0,0,0,0,1
0,1,0,20,1,0,1,1,0,1,1,1,105.85,2239.65,1,0,1,0,0,0,0,0
0,1,0,37,1,0,0,1,0,0,0,1,78.95,2839.65,1,0,1,0,0,1,0,0
0,1,1,11,0,0,0,0,0,1,1,0,90.6,1020.2,0,1,1,0,0,0,1,0
0,0,0,5,0,0,0,0,0,0,0,1,69.75,324.6,1,1,1,0,0,0,1,0
0,0,0,11,0,0,1,0,0,1,0,1,61.25,729.95,0,1,0,1,0,0,1,0
0,0,0,3,0,0,0,0,0,0,0,1,70.25,229.7,0,0,1,0,0,0,1,0
0,0,0,26,0,0,1,1,0,1,0,0,89.8,2335.3,1,1,1,0,0,0,1,0
1,1,0,29,1,0,0,0,0,0,1,1,84.3,2357.75,0,1,1,0,0,0,1,0
1,1,0,46,1,0,0,1,0,1,1,1,101.0,4680.05,1,1,1,0,0,0,1,0
0,0,0,56,1,0,1,0,0,1,1,0,98.6,5581.05,0,1,1,0,0,0,1,0
0,1,1,70,1,1,1,1,1,1,1,1,90.15,6237.05,0,1,0,0,1,1,0,0
0,1,0,7,0,0,0,0,0,0,0,1,69.95,529.5,1,1,1,0,0,0,0,0
0,0,0,3,0,0,0,1,0,1,1,1,69.95,220.45,0,0,0,1,0,0,1,0
1,1,0,32,1,0,0,0,0,1,1,1,93.2,2931.0,1,0,1,0,0,0,1,0
0,0,0,17,1,0,0,1,0,0,0,1,55.85,937.5,1,0,0,1,0,0,0,1
1,0,0,47,0,1,0,0,0,0,1,0,85.5,4042.3,1,1,1,0,0,0,0,1
0,1,0,38,0,1,1,0,1,1,1,0,80.3,3058.65,1,0,0,1,0,1,0,0
1,0,0,14,0,0,0,0,0,1,1,0,90.45,1266.1,1,1,1,0,0,1,0,0
0,0,0,20,1,0,0,0,0,1,0,1,85.25,1734.5,1,1,1,0,0,0,1,0
0,1,1,72,1,0,1,1,1,1,1,1,112.25,8041.65,0,1,1,0,1,0,0,0
0,1,0,58,0,0,0,1,0,0,0,0,50.3,2878.55,0,1,0,1,0,1,0,0
0,1,0,58,1,0,1,1,0,0,1,1,94.3,5610.15,0,0,1,1,0,0,1,0
1,0,0,50,1,0,0,0,0,1,1,1,95.7,4816.7,1,1,1,0,0,0,1,0
0,0,0,39,0,1,0,1,1,1,0,1,95.55,3692.85,1,0,1,1,0,0,1,0
0,0,1,15,0,0,0,1,1,0,0,0,55.2,864.55,0,1,0,1,0,1,0,0
0,1,1,72,1,1,1,1,1,0,1,1,104.9,7732.65,0,1,1,0,1,1,0,0
0,0,0,1,0,0,0,0,0,1,0,1,79.65,79.65,1,0,1,0,0,0,1,0
0,0,0,36,1,0,1,1,0,1,1,1,104.8,3886.45,0,0,1,1,0,0,0,0
0,0,0,22,1,1,0,0,0,0,0,1,54.45,1127.35,1,1,0,0,0,0,1,0
0,1,0,72,1,1,0,1,1,1,1,0,86.65,6094.25,0,1,0,0,1,1,0,0
0,1,0,72,1,0,1,1,0,1,1,1,106.3,7565.35,0,1,1,0,1,0,0,0
0,0,1,13,0,0,0,0,0,0,0,0,44.0,659.35,0,1,0,0,0,0,0,1
1,0,0,72,1,1,1,0,1,1,1,1,110.1,7746.7,0,0,1,0,1,0,0,0
0,0,0,12,0,0,1,0,0,0,0,1,49.05,593.05,0,1,0,0,0,0,0,0
0,1,0,70,1,1,0,1,1,0,1,0,77.3,5498.2,0,1,0,0,1,1,0,0
1,1,0,66,1,0,1,1,1,1,1,1,108.45,7076.35,0,1,1,1,0,0,1,0
0,1,0,22,0,1,0,0,1,0,0,1,54.2,1152.7,1,1,0,0,0,0,1,0
0,0,0,5,1,0,0,0,0,0,0,0,75.6,402.5,0,0,1,0,0,0,1,0
0,0,0,69,1,1,1,1,1,1,0,1,79.45,5502.55,0,1,0,0,1,1,0,0
0,0,0,4,1,0,0,0,0,0,0,0,50.4,206.6,1,1,0,0,0,0,0,1
0,0,0,25,1,0,1,1,1,1,1,0,108.9,2809.05,0,0,1,0,1,0,1,0
0,1,0,70,1,1,0,0,1,1,1,1,76.95,5289.8,0,1,0,0,1,1,0,0
0,1,0,6,1,0,1,1,0,1,1,1,105.3,545.2,1,0,1,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,0,69.65,145.15,1,0,1,0,0,0,1,0
1,1,0,1,1,0,0,0,0,1,1,1,95.1,95.1,1,1,1,0,0,0,1,0
0,0,0,3,0,0,0,0,0,0,0,1,69.6,207.4,0,1,1,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,1,74.7,74.7,1,1,1,0,0,0,1,0
0,1,0,31,1,0,0,1,1,1,1,1,104.2,3243.45,1,0,1,0,0,0,1,0
0,1,0,11,1,1,0,0,1,1,0,1,96.2,1222.05,1,0,1,0,0,1,0,0
0,0,0,63,1,0,1,0,0,1,1,0,99.9,6137.0,1,0,1,1,0,0,0,0
1,0,0,14,1,0,0,0,0,0,0,1,74.95,1036.75,1,1,1,0,0,0,1,0
0,0,0,54,1,0,0,1,0,0,1,0,89.4,4869.5,0,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,1,1,1,62.8,62.8,0,1,0,0,0,0,0,1
0,1,0,57,1,1,0,1,1,1,1,1,84.5,4845.4,0,0,0,0,1,0,1,0
0,0,0,31,1,1,1,0,0,1,1,0,104.35,3205.6,0,0,1,0,0,0,1,0
1,1,1,8,1,0,1,0,0,0,0,1,80.65,633.3,1,0,1,0,0,1,0,0
0,1,0,21,1,1,1,0,1,1,0,0,77.5,1625.0,1,1,0,1,0,0,0,1
0,0,0,11,0,0,0,1,0,0,0,0,72.9,818.45,0,1,1,0,0,0,1,0
0,0,0,60,1,0,1,1,0,1,1,1,105.9,6396.45,1,0,1,0,0,0,1,0
1,1,0,40,0,0,0,0,0,0,1,0,55.8,2283.3,0,1,0,1,0,0,1,0
1,0,0,14,1,0,1,1,0,1,1,1,104.85,1531.4,1,0,1,0,0,0,1,0
0,0,0,16,1,0,0,0,0,0,1,1,63.05,1067.05,0,0,0,0,0,0,0,0
1,1,1,70,1,0,1,1,1,1,1,1,107.9,7475.85,0,0,1,1,0,0,1,0
0,1,0,67,0,1,0,1,1,0,1,0,67.85,4627.65,0,1,0,0,1,0,0,1
0,1,1,3,0,0,1,0,0,1,0,1,58.7,168.6,0,0,0,0,0,1,0,0
0,1,0,32,0,1,1,0,1,0,1,0,70.5,2201.75,0,1,0,1,0,0,0,1
0,1,0,20,0,0,0,0,0,1,1,1,90.2,1776.55,1,1,1,0,0,0,1,0
0,1,0,64,1,0,1,0,1,1,1,1,105.4,6794.75,0,0,1,0,1,0,0,0
0,1,1,38,0,1,1,1,1,1,0,0,74.05,2802.3,0,1,0,1,0,0,1,0
0,1,0,13,0,0,0,0,0,0,1,0,55.95,734.35,1,0,0,0,0,0,1,0
0,1,1,53,0,0,1,0,1,1,0,1,92.55,4779.45,0,1,1,0,0,0,1,0
0,0,0,4,0,1,0,0,0,0,0,1,50.55,235.65,0,0,0,0,0,0,0,0
0,1,1,43,1,0,0,1,0,0,1,1,92.55,4039.0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,45.8,45.8,1,0,0,0,0,0,1,0
0,1,0,16,1,0,1,0,0,1,1,1,100.0,1534.75,1,0,1,0,0,0,1,0
0,1,0,57,1,1,1,1,1,1,0,1,103.05,5925.75,0,1,1,0,0,0,1,0
0,1,0,66,1,1,0,1,0,1,1,1,106.05,6981.35,1,1,1,0,1,1,0,0
0,1,0,15,1,0,0,1,0,1,1,1,101.1,1504.05,1,1,1,0,0,0,1,0
0,0,0,27,0,0,0,1,1,0,1,1,89.2,2383.6,0,0,1,0,0,0,1,0
0,1,1,4,1,0,0,0,0,0,0,1,50.9,225.6,1,1,0,0,0,0,1,0
1,1,0,51,1,1,0,1,0,1,0,1,93.8,4750.95,1,1,1,0,0,0,0,0
0,1,0,10,0,0,0,1,1,0,0,0,55.2,528.35,1,0,0,0,0,1,0,0
1,0,0,15,1,0,0,0,1,0,0,0,55.0,757.1,1,0,0,0,0,1,0,0
0,1,0,67,0,1,1,0,0,1,1,1,100.9,6733.15,0,1,1,1,0,1,0,0
0,0,0,48,0,0,1,1,1,1,0,1,95.5,4627.85,1,0,1,0,1,0,0,1
1,1,0,71,0,1,1,0,1,1,0,1,71.0,5012.1,0,1,0,1,0,0,0,0
0,0,0,37,1,0,0,0,1,1,1,0,98.8,3475.55,1,1,1,0,0,0,0,0
0,0,0,64,1,1,1,1,1,1,1,1,115.1,7334.05,0,0,1,0,1,0,0,0
0,0,0,46,0,0,0,1,0,0,0,1,74.8,3548.3,0,0,1,0,0,1,0,0
1,0,0,26,0,0,0,0,0,1,1,1,91.25,2351.8,1,0,1,0,0,0,1,0
0,1,0,72,1,0,0,1,0,1,1,1,97.85,6841.3,0,0,1,0,1,0,1,0
0,0,0,10,0,1,0,0,0,1,0,1,84.7,832.05,1,0,1,0,0,0,0,1
1,1,0,40,1,1,0,0,0,1,1,0,101.85,4086.3,1,1,1,0,0,0,1,0
0,1,1,72,1,1,1,1,0,1,1,1,108.4,7767.25,0,1,1,0,1,1,0,0
0,0,0,72,1,0,1,1,1,1,1,0,86.6,6350.5,0,0,0,0,1,0,0,0
0,1,1,28,1,0,0,0,0,1,1,0,92.2,2568.15,0,1,1,1,0,0,0,0
1,1,0,58,0,1,1,0,1,1,1,1,105.5,6205.5,1,0,1,1,0,1,0,0
1,1,0,33,1,0,1,0,0,0,0,1,80.6,2656.5,1,0,1,0,0,0,0,0
0,0,0,53,1,0,1,1,1,0,1,1,73.9,3958.25,0,1,0,0,1,0,0,0
1,1,0,72,1,1,1,1,0,0,1,1,102.65,7550.3,0,1,1,0,1,1,0,0
0,0,0,7,0,1,0,0,0,0,0,1,51.0,354.05,1,1,0,0,0,0,0,1
0,1,0,59,0,0,1,0,1,1,1,1,100.05,6034.85,0,0,1,0,1,0,0,1
0,0,0,6,1,0,0,0,0,1,1,1,93.55,536.4,1,0,1,0,0,0,0,0
0,1,0,39,1,0,1,1,1,0,0,1,89.55,3474.45,1,0,1,1,0,0,1,0
0,1,0,63,0,1,1,1,1,1,0,0,75.55,4707.85,0,0,0,0,1,1,0,0
0,1,0,41,1,1,1,1,1,1,1,1,113.6,4594.95,1,0,1,0,0,0,0,0
0,0,0,21,1,0,1,0,0,0,0,1,82.35,1852.85,1,1,1,0,0,0,1,0
0,0,0,5,1,0,0,0,0,1,0,1,84.0,424.75,0,0,1,0,0,0,1,0
0,0,0,11,0,1,0,0,0,0,0,0,48.55,501.0,1,0,0,0,0,1,0,0
1,0,0,2,1,0,0,1,0,0,0,1,78.55,149.55,1,0,1,0,0,0,1,0
1,1,0,71,0,0,1,1,0,0,1,0,89.45,6435.25,0,0,1,0,1,1,0,0
0,0,0,65,1,0,1,0,1,1,1,1,105.05,6744.25,0,0,1,1,0,0,0,0
0,1,0,5,1,0,0,1,1,1,0,0,67.95,350.3,1,0,0,0,0,0,0,0
0,1,0,11,1,0,1,0,0,0,0,1,80.5,896.9,1,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,42.9,42.9,1,1,0,0,0,0,1,0
0,0,0,44,1,0,1,1,1,1,1,1,85.25,3704.15,0,1,0,1,0,0,0,0
0,0,0,42,0,1,1,1,1,0,1,0,73.9,3160.55,1,0,0,1,0,1,0,0
1,0,0,18,0,0,1,0,0,0,0,1,73.55,1359.45,0,0,1,0,0,0,1,0
1,0,0,69,1,1,0,1,1,0,1,0,74.1,5031.0,0,1,0,0,1,1,0,0
0,0,0,38,1,0,0,1,1,1,1,1,103.65,3988.5,0,0,1,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,69.75,69.75,1,1,1,0,0,0,1,0
1,0,0,63,1,0,0,1,0,0,1,1,89.6,5538.8,0,0,1,0,0,0,0,0
0,1,1,70,1,1,1,1,1,1,1,1,113.05,7869.05,0,0,1,0,1,1,0,0
0,1,0,72,1,1,1,1,1,1,1,1,89.05,6254.45,0,1,0,0,1,0,0,0
0,0,0,31,1,0,1,0,0,0,0,1,81.15,2640.55,0,1,1,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1,46.6,87.9,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,69.1,69.1,1,1,1,0,0,0,1,0
0,1,0,70,0,1,1,0,1,0,0,0,84.6,5706.2,0,1,1,0,1,0,0,0
0,0,0,69,1,0,1,0,1,1,1,1,105.2,7386.05,0,1,1,1,0,0,0,0
0,1,0,23,0,1,0,0,0,0,1,1,59.95,1406.0,0,1,0,0,0,0,0,0
0,1,1,19,1,0,0,0,1,0,1,1,89.35,1686.85,0,0,1,1,0,0,0,0
0,1,1,32,0,1,1,0,0,0,1,1,90.8,3023.85,0,1,1,1,0,0,1,0
0,1,1,42,0,0,0,1,0,1,1,1,92.15,3875.4,0,0,1,0,0,0,1,0
1,1,0,28,1,0,0,0,1,1,1,1,101.3,2812.2,1,0,1,0,0,1,0,0
0,1,0,59,1,0,1,0,0,1,1,0,101.1,6039.9,1,0,1,0,0,0,1,0
0,0,0,9,1,0,0,0,0,0,0,1,74.75,706.6,1,0,1,0,0,0,1,0
0,0,0,4,0,0,0,1,1,1,1,1,74.4,299.7,1,1,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,1,48.55,48.55,1,1,0,0,0,0,0,1
1,0,0,9,1,0,0,0,0,0,0,1,74.55,622.9,1,0,1,0,0,0,1,0
0,1,0,16,0,1,1,0,0,0,0,1,55.85,857.8,0,1,0,1,0,0,0,1
0,0,0,18,1,0,0,0,1,0,1,1,90.1,1612.75,1,0,1,0,0,0,1,0
0,1,0,71,1,0,1,1,1,1,1,0,84.2,5956.85,0,1,0,0,1,1,0,0
0,0,0,42,1,0,0,0,1,1,1,1,100.3,4222.95,0,1,1,0,0,0,1,0
0,0,0,26,0,0,1,1,1,0,0,1,85.2,2184.6,0,1,1,1,0,0,1,0
0,1,0,33,0,0,0,0,1,0,0,1,51.45,1758.9,0,0,0,1,0,0,0,1
0,1,1,53,1,1,0,0,1,0,1,0,71.85,3827.9,0,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,45.75,45.75,1,1,0,0,0,0,1,0
0,1,0,69,0,1,1,1,1,1,0,1,75.75,5388.15,0,1,0,0,1,0,0,0
0,1,0,16,1,0,0,0,0,0,0,1,73.85,1284.2,1,1,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,45.0,45.0,0,0,0,0,0,0,1,0
0,1,1,6,0,0,1,1,0,0,1,1,91.0,531.0,1,1,1,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1,70.95,137.95,1,0,1,0,0,0,1,0
0,1,0,2,0,0,0,0,0,1,1,1,89.55,185.55,1,1,1,0,0,0,0,0
0,0,0,2,0,0,1,0,0,1,0,1,59.0,114.15,0,0,0,0,0,0,1,0
0,0,0,21,0,1,0,1,1,0,0,1,60.25,1258.35,0,0,0,1,0,0,1,0
0,1,1,37,1,0,1,1,0,1,0,1,92.95,3415.25,0,1,1,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,69.65,69.65,1,0,1,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,1,50.7,50.7,0,1,0,0,0,0,0,1
0,0,0,1,1,0,1,0,1,0,0,0,60.1,60.1,1,1,0,0,0,0,0,1
0,1,0,37,1,1,0,0,0,0,0,1,55.05,2030.75,0,1,0,0,0,0,0,1
0,1,1,67,1,0,0,1,1,1,1,1,105.65,6717.9,0,0,1,0,1,0,0,0
0,0,0,62,1,1,1,1,1,1,1,1,115.05,7133.45,0,0,1,1,0,1,0,0
0,1,0,72,1,1,1,1,1,1,1,1,88.7,6301.7,0,1,0,0,1,1,0,0
1,0,0,20,1,0,0,0,0,1,0,1,84.35,1745.2,0,1,1,0,0,0,1,0
0,1,1,64,1,0,0,1,0,0,1,0,90.25,5629.15,0,1,1,1,0,1,0,0
0,0,0,15,1,0,0,0,0,0,0,0,48.85,631.4,0,0,0,0,0,0,0,1
1,0,0,27,1,0,1,0,0,0,0,1,81.45,2122.05,1,1,1,0,0,0,1,0
0,0,0,12,1,1,0,1,1,0,0,1,61.65,713.75,1,0,0,0,0,0,0,1
0,0,0,1,0,0,1,0,0,0,0,1,75.35,75.35,1,1,1,0,0,0,1,0
1,0,0,66,1,1,1,0,1,0,0,1,63.85,4174.35,0,0,0,1,0,1,0,0
0,1,0,66,0,1,1,0,1,0,0,1,58.2,3810.8,0,0,0,0,1,1,0,0
0,1,0,14,0,0,0,0,0,0,1,1,78.1,1122.4,0,0,1,0,0,0,1,0
1,0,0,22,1,0,0,0,1,1,0,1,90.5,1910.6,1,1,1,0,0,0,0,0
0,0,0,5,1,0,1,1,0,0,0,1,85.3,424.15,1,1,1,0,0,0,1,0
1,0,0,29,1,1,1,0,0,0,0,1,58.55,1718.95,0,0,0,0,0,0,0,0
0,0,0,61,1,1,1,1,1,1,1,1,118.6,7365.7,0,0,1,1,0,0,1,0
1,1,0,35,1,0,0,1,0,1,1,1,100.8,3437.5,0,1,1,0,0,0,1,0
0,0,1,9,0,0,0,0,0,1,0,0,55.35,449.75,1,1,0,0,0,0,1,0
0,1,0,66,1,1,1,1,1,0,0,0,96.6,6424.25,0,1,1,0,1,0,0,1
0,0,0,23,1,1,0,0,0,0,0,0,54.4,1249.25,0,0,0,0,0,0,1,0
0,0,0,5,0,0,0,1,0,1,1,1,70.0,347.4,1,1,0,1,0,0,0,1
0,1,0,53,0,0,1,0,0,1,1,1,94.25,4867.95,1,1,1,1,0,0,0,0
0,0,0,10,1,0,0,1,0,1,1,1,100.6,1060.2,1,0,1,0,0,0,1,0
0,0,0,21,0,0,0,0,0,0,0,1,68.65,1493.2,0,0,1,0,0,0,1,0
0,0,0,68,1,0,1,1,1,1,1,0,108.45,7176.55,1,1,1,1,0,0,1,0
0,1,0,72,1,1,0,1,1,1,1,1,111.9,8071.05,0,1,1,0,1,1,0,0
0,1,0,72,1,1,1,1,1,1,1,0,114.45,8375.05,0,1,1,0,1,1,0,0
0,1,1,71,1,1,0,1,0,1,1,0,105.55,7405.5,0,1,1,0,1,0,1,0
0,1,1,22,1,0,0,0,0,0,0,1,75.8,1615.1,0,0,1,0,0,0,0,0
0,1,0,24,1,1,1,0,0,1,1,0,78.4,1832.4,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,1,79.5,79.5,1,1,1,0,0,0,1,0
0,1,0,40,1,0,0,1,1,0,0,1,84.85,3303.05,1,0,1,0,0,0,1,0
0,1,1,33,1,0,0,1,1,1,1,1,79.15,2531.4,0,0,0,1,0,0,1,0
0,0,0,63,0,1,1,1,1,1,1,1,86.7,5309.5,0,1,0,0,1,0,0,0
0,1,0,58,1,0,0,1,1,1,1,1,102.1,5885.4,1,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,0,0,0,1,44.4,44.4,1,1,0,0,0,0,1,0
1,1,0,66,1,0,0,0,1,1,1,1,100.05,6871.9,1,1,1,0,0,1,0,0
0,1,1,58,1,0,1,0,0,1,0,1,66.8,3970.4,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,84.3,84.3,1,0,1,0,0,0,1,0
0,0,0,36,0,1,1,1,1,1,0,1,76.35,2606.35,0,0,0,1,0,0,0,1
1,1,0,36,1,0,1,0,0,1,0,1,91.95,3301.05,0,0,1,0,0,1,0,0
0,0,0,2,0,1,1,0,0,1,1,0,100.2,198.5,0,1,1,0,0,0,1,0
0,1,1,67,0,1,1,1,0,0,0,0,84.8,5598.3,0,0,1,1,0,0,0,0
0,0,0,20,0,1,0,1,0,0,1,0,64.4,1398.6,0,1,0,0,0,1,0,0
1,1,0,51,1,1,0,0,0,0,0,1,77.5,3807.35,1,0,1,0,0,0,1,0
0,1,0,71,1,1,0,1,1,1,1,0,83.2,6126.1,0,1,0,0,1,0,1,0
1,1,0,36,1,0,0,0,0,0,1,1,84.1,3021.6,1,1,1,0,0,0,1,0
0,0,0,15,1,0,0,0,0,0,0,1,76.0,1130.85,1,1,1,0,0,0,0,1
0,1,0,45,1,1,0,1,0,0,0,1,84.55,3713.95,0,1,1,0,0,0,0,1
0,0,0,37,1,1,1,1,1,1,0,1,78.9,2976.95,0,0,0,0,0,1,0,0
0,1,0,71,1,1,1,1,1,0,1,1,80.1,5585.4,0,1,0,0,1,0,0,1
1,1,0,40,0,0,1,0,1,1,1,1,99.2,4062.2,1,0,1,1,0,1,0,0
0,1,0,22,0,0,0,1,0,1,0,1,87.0,1850.65,0,1,1,0,0,0,0,0
0,1,0,2,0,0,1,1,0,0,0,0,79.7,165.0,1,0,1,0,0,0,0,0
0,1,0,24,0,0,1,0,0,1,1,1,69.45,1614.05,0,0,0,0,0,0,0,0
0,1,1,7,0,1,1,1,1,1,0,1,75.7,554.05,0,0,0,0,0,0,1,0
0,1,0,5,0,1,0,1,0,0,1,1,88.9,454.15,1,0,1,0,0,0,0,1
1,1,0,26,1,0,0,1,0,1,1,1,98.1,2510.7,0,0,1,0,0,0,0,0
1,1,0,4,1,0,0,0,0,0,0,1,74.4,306.6,1,1,1,0,0,0,0,1
0,1,1,23,0,1,0,0,1,0,0,0,57.2,1423.35,0,1,0,1,0,1,0,0
1,0,0,18,1,1,1,0,0,0,0,1,58.4,964.9,0,1,0,0,0,1,0,0
0,0,0,67,0,1,0,1,0,0,1,0,65.55,4361.55,0,1,0,0,1,0,0,0
1,0,0,49,1,1,1,1,1,0,1,0,81.35,4060.9,0,1,0,0,1,1,0,0
0,0,0,35,1,1,1,1,1,1,1,1,113.2,3914.05,0,0,1,0,1,0,0,1
1,1,1,29,1,0,0,1,0,1,1,1,103.95,2964.8,0,1,1,0,0,0,1,0
0,1,0,51,0,1,1,1,1,1,1,0,85.5,4421.95,0,0,0,0,1,1,0,0
0,0,0,72,1,0,0,1,1,1,1,1,107.5,7853.7,0,0,1,0,1,1,0,0
0,1,1,45,1,1,1,1,1,1,0,0,81.3,3541.1,0,0,0,0,0,0,0,1
0,1,1,22,1,0,0,1,0,1,0,1,88.75,1885.15,0,1,1,0,0,0,1,0
0,1,0,10,0,0,1,0,1,1,1,1,99.85,990.9,1,1,1,0,0,0,1,0
1,0,0,57,0,1,0,1,1,1,0,0,69.85,4003.0,0,0,0,0,1,0,0,0
1,0,0,54,1,1,1,0,1,1,1,0,82.45,4350.1,1,0,0,1,0,0,0,0
0,1,1,69,0,1,1,1,0,0,0,1,59.75,4069.9,0,1,0,0,1,0,0,0
0,0,0,4,0,0,0,0,0,0,0,1,46.0,193.6,1,0,0,0,0,0,0,1
1,1,0,26,1,0,1,1,0,0,1,1,93.85,2381.55,1,0,1,0,0,0,1,0
0,1,1,61,1,1,1,1,1,1,1,0,115.1,7008.15,0,0,1,0,1,1,0,0
0,1,0,55,0,1,1,0,1,0,0,0,57.55,3046.4,1,1,0,0,1,0,0,0
0,0,0,61,1,1,0,1,1,1,1,0,86.45,5175.3,0,0,0,0,1,1,0,0
0,1,0,70,1,1,1,0,0,1,0,1,69.2,4872.35,0,0,0,0,1,1,0,0
0,1,0,12,0,0,0,1,1,1,1,1,74.15,741.4,0,1,0,0,0,0,1,0
0,0,1,37,0,1,1,0,1,0,0,0,61.45,2302.35,0,1,0,0,1,1,0,0
0,0,0,23,0,0,0,1,0,0,0,0,49.7,1081.25,0,0,0,0,0,1,0,0
0,0,1,12,1,1,0,0,0,0,0,1,78.95,927.35,1,0,1,0,0,0,1,0
0,1,0,61,1,1,0,1,0,0,1,1,69.9,4226.7,0,1,0,0,1,0,0,1
1,0,0,15,1,0,1,0,0,0,0,1,80.2,1217.25,1,1,1,0,0,0,1,0
0,1,0,72,0,0,1,1,0,1,1,1,75.4,5480.25,0,1,0,0,1,0,0,0
0,1,0,52,1,0,1,1,0,1,0,0,94.6,5025.8,0,0,1,0,0,0,0,0
0,0,0,8,1,1,0,0,1,0,1,0,71.15,563.65,1,0,0,0,0,0,1,0
0,1,1,37,0,1,0,1,1,0,0,1,58.75,2203.1,0,1,0,1,0,0,0,1
0,0,0,62,1,1,1,1,0,0,0,0,90.7,5586.45,0,1,1,0,0,0,0,0
0,0,0,3,0,0,0,1,0,0,0,1,49.15,169.05,1,1,0,0,0,0,1,0
0,0,0,37,1,1,1,1,0,0,0,0,91.2,3382.3,0,0,1,0,0,0,0,0
1,1,0,56,0,1,1,1,1,1,1,1,85.65,4824.45,0,1,0,0,1,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,76.2,76.2,1,1,1,0,0,0,1,0
0,1,0,64,1,0,1,1,1,1,0,1,76.1,4818.8,0,1,0,0,1,0,0,0
1,1,1,28,1,0,0,0,0,0,0,1,51.0,1381.8,0,1,0,1,0,0,1,0
1,1,0,60,1,0,0,0,1,1,1,1,99.0,6017.9,0,1,1,0,0,0,1,0
0,0,0,15,0,0,1,0,0,1,0,1,83.2,1130.0,0,0,1,0,0,0,0,0
0,1,0,50,1,0,0,1,0,0,0,0,54.9,2614.1,0,1,0,1,0,0,0,0
0,0,0,2,0,1,1,0,1,0,0,1,86.25,181.65,1,0,1,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1,45.85,105.6,0,0,0,0,0,0,0,1
0,0,1,41,0,1,1,1,1,1,1,1,111.15,4507.15,0,1,1,0,1,0,1,0
0,0,1,15,1,0,1,0,0,1,0,1,91.0,1430.05,0,1,1,0,0,0,1,0
0,0,0,4,0,0,0,0,0,1,0,0,77.85,299.2,1,1,1,0,0,0,1,0
1,1,0,41,1,0,1,1,1,1,1,1,111.95,4534.9,1,1,1,1,0,0,1,0
1,0,0,2,1,0,0,0,0,0,0,1,74.85,156.4,1,1,1,0,0,0,0,1
0,1,0,19,0,0,1,0,1,1,1,0,100.0,1888.65,1,1,1,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,69.1,69.1,1,0,1,0,0,0,0,1
0,1,1,72,0,1,1,1,1,1,1,1,108.65,7726.35,0,0,1,0,1,0,0,0
0,1,0,70,1,0,1,1,1,1,0,0,76.1,5264.25,0,1,0,0,1,1,0,0
0,0,0,24,0,1,0,0,1,0,0,0,54.95,1348.5,0,1,0,0,0,0,1,0
1,0,0,1,0,0,0,1,0,0,0,1,75.3,75.3,1,0,1,0,0,0,0,0
0,1,1,8,0,0,0,0,0,1,0,1,54.4,475.1,0,1,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0,85.8,85.8,1,0,1,0,0,0,0,1
0,1,0,50,1,0,0,0,0,1,0,1,84.4,4116.15,1,0,1,0,0,0,0,0
0,0,0,3,1,0,0,0,1,1,0,0,64.6,174.2,0,0,0,0,0,0,1,0
0,0,0,46,0,0,0,1,1,0,0,0,54.35,2460.15,1,0,0,0,1,1,0,0
0,0,0,29,1,0,0,0,0,1,1,1,71.0,2080.1,0,0,0,1,0,1,0,0
